,Sample.ID,X.2,X.1,ID,Experimenter,Mic..Plate,Tube.number,Tube.weight,Nest.Site,Date.opened,Date.closed,Sex,Dev.stage,Pollen.Weight,Treatment.Group,Vol..Treatment,X,Plate,sample.date,larval.weight,days.to.maturity,dead.on.exp.day,death.date,died,status,X5.May,X7.May,X10.May,X12.May,X14.May,X17.May,X19.May,X20.May,X21.May,X22.May,X23.May,X24.May,X25.May,X26.May,X27.May,X28.May,X29.May,X30.May,X31.May,X1.Jun,X2.Jun,X3.Jun,X4.Jun,X5.Jun,X6.Jun,X7.Jun,X8.Jun,X9.Jun,X10.Jun,X11.Jun,X12.Jun,X13.Jun,X14.Jun,X15.Jun,X16.Jun,X17.Jun,NOTES,closed.coccoon..y.only.,Treatment,time,mic.plate,date.out.of.fridge,date.emerged,did.not.emerge,date.dead,adult.weight,sex,notes
149,MAB39,298,277,NA,Mark,12,5,4.66,Moreau,5/10/21,5/9/21,M,e,0.142,Difen High,7.6,,12,5/26/21,0.0746,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,17,12,4/12/22,4/15/22,,,0.016,M,
150,MAB40,299,279,NA,Mark,12,5,4.66,Moreau,5/10/21,5/9/21,M,e,0.156,None,NA,,12,5/29/21,0.0784,20,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,20,12,4/12/22,4/14/22,,,0.019,M,
151,MAB42,300,281,NA,Mark,12,5,4.66,Moreau,5/10/21,5/9/21,M,e,0.141,None,NA,,12,5/29/21,0.0752,20,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,20,12,4/12/22,4/14/22,,,0.018,M,
152,MAB44,302,283,NA,Mark,12,6,4.36,Moreau,5/10/21,5/9/21,F,fl,0.264,Cap Low,14.2,,12,5/26/21,0.1466,17,NA,NA,0,1,,,,x,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,12,4/12/22,4/18/22,,,0.035,F,
153,MAB46,303,285,NA,Mark,12,6,4.36,Moreau,5/10/21,5/9/21,F,fl,0.265,Difen High,14.3,,12,5/27/21,0.1108,18,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,18,12,4/12/22,4/16/22,,,0.026,F,
154,MAB47,304,286,NA,Mark,12,6,4.36,Moreau,5/10/21,5/9/21,M,fl,0.182,Difen High,9.8,,12,5/28/21,0.0754,19,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,19,12,4/12/22,4/17/22,,,0.023,M,
155,MAB48,347,287,NA,Mark,15,6,4.36,Moreau,5/10/21,5/9/21,M,fl,0.177,Cap Low,9.5,,15,5/26/21,0.08,17,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,15,4/12/22,4/14/22,,,0.021,M,
156,MAB49,348,288,NA,Mark,15,6,4.36,Moreau,5/10/21,5/9/21,M,hl,0.173,Difen High,9.3,,15,5/30/21,0.0907,21,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,21,15,4/12/22,4/16/22,,,0.019,M,
157,MAB50,349,290,NA,Mark,15,6,4.36,Moreau,5/10/21,5/9/21,M,hl,0.168,None,NA,,15,5/27/21,0.0908,18,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,18,15,4/12/22,4/15/22,,,0.021,M,
158,MAB53,351,293,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,F,fl,0.259,Difen High,13.9,,15,5/30/21,0.1417,21,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,21,15,4/12/22,4/19/22,,,0.029,F,
159,MAB54,352,294,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,F,fl,0.262,Difen Low,14.1,,15,5/26/21,0.1016,17,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,17,15,4/12/22,4/17/22,,,0.029,F,
160,MAB55,353,295,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,F,hl,0.284,Difen High,15.2,,15,5/28/21,0.1249,19,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,19,15,4/12/22,4/17/22,,,0.033,F,
161,MAB56,354,296,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,F,e,0.249,None,NA,,15,5/26/21,0.1219,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,17,15,4/12/22,,x,,NA,,
162,MAB59,357,299,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,M,e,0.152,Cap Low,8.2,,15,5/26/21,0.084,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,15,4/12/22,4/14/22,,,0.017,M,
163,MAB60,358,301,NA,Mark,15,7,4,Moreau,5/10/21,5/9/21,M,e,0.145,Acetone,7.8,,15,5/26/21,0.0766,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,17,15,4/12/22,,x,,NA,,
164,MAB62,360,303,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,F,fl,0.225,None,NA,,15,5/27/21,0.1299,18,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,18,15,4/12/22,4/17/22,,,0.031,F,
165,MAB63,361,304,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,F,fl,0.258,Acetone,13.9,,15,5/27/21,0.1486,18,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,18,15,4/12/22,4/16/22,,,0.032,F,
166,MAB65,362,306,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,F,fl,0.23,Cap High,12.4,,15,5/26/21,0.1258,17,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,17,15,4/12/22,4/16/22,,,0.025,F,
167,MAB66,363,307,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,F,hl,0.279,Cap High,15,,15,5/28/21,0.1486,19,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,15,4/12/22,4/15/22,,,0.035,F,
168,MAB7,243,311,NA,Mark,9,1,4.34,Mark,5/7/21,5/2/21,M,fl,0.151,Acetone,8.1,,9,5/26/21,0.0824,24,NA,NA,0,1,,,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,24,9,4/12/22,4/14/22,,,0.018,M,
169,MAB70,366,312,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,M,e,0.151,Acetone,8.1,,15,5/27/21,0.0844,18,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,18,15,4/12/22,4/17/22,,,0.017,M,
170,MAB71,367,313,NA,Mark,15,8,4.27,Moreau,5/10/21,5/9/21,M,e,0.132,Cap High,7.1,,15,5/26/21,0.0734,17,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,17,15,4/12/22,4/16/22,,,0.016,M,
171,MAB73,389,315,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,F,e,0.25,Cap High,15.1,,17,5/28/21,0.1233,18,NA,NA,0,1,,,,hl,fl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,18,17,4/12/22,,x,,NA,,
172,MAB75,391,317,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.177,Difen High,9.5,,17,5/26/21,0.0857,16,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,16,17,4/12/22,,x,,NA,,
173,MAB76,392,318,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.148,Difen Low,8,,17,5/26/21,0.0745,16,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,17,4/12/22,4/14/22,,,0.017,M,
174,MAB77,393,319,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.139,Acetone,7.5,,17,5/29/21,0.0754,19,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Acetone,19,17,4/12/22,,x,,NA,,
175,MAB78,394,320,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.15,Cap High,8.1,,17,5/28/21,0.0775,18,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,18,17,4/12/22,4/14/22,,,0.014,M,
176,MAB80,395,323,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.142,Cap Low,7.6,,17,5/30/21,0.0747,20,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,20,17,4/12/22,4/14/22,,,0.018,M,
177,MAB82,396,325,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.13,Difen Low,7,,17,5/28/21,0.0518,18,NA,NA,0,1,,,,e,hl,fl,dl,dl,dl-houdini,dl-houdini,dl-houdini,dl-houdini,dl-houdini,dl-houdini,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,18,17,4/12/22,4/15/22,,,0.012,M,
178,MAB83,397,326,NA,Mark,17,9,4.8,Mark,5/11/21,5/10/21,M,e,0.14,Cap High,7.5,,17,5/30/21,0.0628,20,NA,NA,0,1,,,,e,hl,fl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,17,4/12/22,4/14/22,,,0.013,M,
179,MAB84,398,327,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,F,hl,0.262,Acetone,14.1,,17,5/31/21,0.1259,21,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,21,17,4/12/22,,x,,NA,,
180,MAB85,399,328,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,F,e,0.268,Difen Low,14.4,,17,5/31/21,0.1122,21,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,21,17,4/12/22,4/14/22,,,0.032,F,
181,MAB86,400,329,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,F,e,0.267,Cap Low,14.4,,17,5/31/21,0.1333,21,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,21,17,4/12/22,4/15/22,,,0.031,F,
182,MAB87,401,330,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,F,e,0.254,Cap High,13.7,,17,5/31/21,0.1286,21,NA,NA,0,1,,,,hl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,21,17,4/12/22,4/15/22,,,0.033,F,
183,MAB89,403,332,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.174,Difen Low,9.4,,17,5/27/21,0.0844,17,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,17,17,4/12/22,4/14/22,,,0.017,M,
184,MAB90,404,334,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.152,Difen High,8.2,,17,6/2/21,0.0757,23,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,23,17,4/12/22,4/14/22,,,0.016,M,
185,MAB91,405,335,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.138,Difen High,7.4,,17,5/28/21,0.0735,18,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,18,17,4/12/22,4/14/22,,,0.016,M,
186,MAB92,406,336,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.147,Cap Low,7.9,,17,5/30/21,0.0778,20,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,20,17,4/12/22,4/14/22,,,0.017,M,
187,MAB93,407,337,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.135,Acetone,7.3,,17,5/30/21,0.0707,20,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,17,4/12/22,4/14/22,,,0.016,M,
188,MAB94,408,338,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.117,Difen High,6.3,,17,6/5/21,0.0518,26,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,26,17,4/12/22,4/14/22,,,0.013,M,
189,MAB95,409,339,NA,Mark,17,10,4.63,Mark,5/11/21,5/10/21,M,e,0.121,None,NA,,17,5/31/21,0.0616,21,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,21,17,4/12/22,4/16/22,,,0.013,M,
190,MAB96,471,340,NA,Mark,20,11,4.42,Mark,5/12/21,5/11/21,F,e,0.243,Difen Low,13.1,,20,6/1/21,0.121,21,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,21,20,4/12/22,4/17/22,,,0.027,F,
191,MAB97,472,341,NA,Mark,20,11,4.42,Mark,5/12/21,5/11/21,F,e,0.239,Acetone,12.8,,20,6/1/21,0.1216,21,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,21,20,4/12/22,4/19/22,,,0.028,F,
192,MAB98,473,342,NA,Mark,20,11,4.42,Mark,5/12/21,5/11/21,F,e,0.259,Difen Low,13.9,,20,5/29/21,0.1242,18,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Difen Low,18,20,4/12/22,4/17/22,,,0.029,F,
193,MAB99,474,343,NA,Mark,20,11,4.42,Mark,5/12/21,5/11/21,F,e,0.226,Acetone,12.1,,20,5/29/21,0.1143,18,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Acetone,18,20,4/12/22,4/16/22,,,0.026,F,
194,MTV1,103,344,NA,Maria,3,1,4.71,Nathalia,5/5/21,5/4/21,M,e,0.1486,Difen High,7.887,,3,5/26/21,0.074,22,NA,NA,0,1,,hl,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,22,3,4/12/22,4/16/22,,,0.014,M,
195,MTV10,104,345,NA,Maria,3,2,5.19,Maria,5/7/21,5/6/21,F,e,0.2621,None,14.09,,3,5/28/21,0.0865,22,NA,NA,0,1,,e,fl,fl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,22,3,4/12/22,4/17/22,,,0.024,F,
196,MTV104,738,346,NA,Maria,50,14,4.65,Mark,5/17/21,5/14/21,F,hl,0.2,Difen Low,10.73,,26,5/30/21,0.1111,16,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,50,4/12/22,4/18/22,,,0.026,F,
197,MTV106,739,347,NA,Maria,50,14,4.65,Mark,5/17/21,5/14/21,F,hl,0.213,Difen High,11.45,,26,5/31/21,0.1125,17,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,6/01 .1060,,Difen High,17,50,4/12/22,,x,,NA,,
198,MTV107,740,348,NA,Maria,50,14,4.65,Mark,5/17/21,5/14/21,M,hl,0.138,Difen High,7.42,,26,5/29/21,0.0733,15,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Difen High,15,50,4/12/22,4/18/22,,,0.015,M,
199,MTV108,741,349,NA,Maria,50,14,4.65,Mark,5/17/21,5/14/21,M,hl,0.156,Difen Low,8.37,,26,6/3/21,0.0794,20,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,20,50,4/12/22,4/16/22,,,0.019,M,
200,MTV110,742,351,NA,Maria,50,14,4.65,Mark,5/17/21,5/14/21,M,e,0.119,Cap High,6.39,,26,6/3/21,0.0632,20,NA,NA,0,1,,,,,,,fl,,fl,fl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,50,4/12/22,4/18/22,,,0.014,M,
201,MTV112,743,352,NA,Maria,50,15,4.65,Mark,5/17/21,5/14/21,F,hl,0.124,Cap Low,6.66,,26,6/4/21,0.0671,21,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,21,50,4/12/22,4/16/22,,,0.015,M,
202,MTV113,744,353,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,F,hl,0.251,Cap Low,13.48,,26,6/4/21,0.1218,20,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,20,50,4/12/22,4/21/22,,,0.029,F,
203,MTV116,745,354,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,F,e,0.231,Cap High,12.44,,26,6/4/21,0.1172,20,NA,NA,0,1,,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,50,4/12/22,4/18/22,,,0.027,F,
204,MTV117,746,355,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,F,e,0.221,Difen High,11.85,,26,6/7/21,0.1121,23,NA,NA,0,1,,,,,,,hl,fl,fl,dl,,x,,,,,,,,,,,,,,sp,,,,,,NA,NA,NA,NA,,,,Difen High,23,50,4/12/22,4/18/22,,,0.027,F,
205,MTV118,747,356,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,F,e,0.256,Cap High,13.74,,26,6/8/21,0.1277,24,NA,NA,0,1,,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,,,sp,,,,,NA,NA,NA,NA,,,y,Cap High,24,50,4/12/22,4/19/22,,,0.033,F,
206,MTV120,749,359,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,M,e,0.168,Cap High,9,,26,6/3/21,0.0859,19,NA,NA,0,1,,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,y,Cap High,19,50,4/12/22,4/17/22,,,0.015,M,
207,MTV121,750,360,NA,Maria,50,15,4.5,Sanderson,5/17/21,5/15/21,M,e,0.151,Cap Low,8.1,,26,6/6/21,0.0741,22,NA,NA,0,1,,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,Cap Low,22,50,4/12/22,4/17/22,,,0.017,M,
208,MTV122,604,361,NA,Maria,28,15,4.5,Sanderson,5/17/21,5/15/21,M,e,0.16,Cap Low,8.62,,28,6/5/21,0.0834,21,NA,NA,0,1,,,,,,,fl,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap Low,21,28,4/12/22,4/14/22,,,0.023,M,
209,MTV123,605,362,NA,Maria,28,15,4.5,Sanderson,5/17/21,5/15/21,M,e,0.165,None,NA,,28,6/5/21,0.0824,21,NA,NA,0,1,,,,,,,hl,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,None,21,28,4/12/22,4/14/22,,,0.019,M,
210,MTV125,606,363,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,F,fl,0.2,None,NA,,28,6/3/21,0.0713,21,NA,NA,0,1,,,,,,,fl,,fl ,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,None,21,28,4/12/22,4/14/22,,,0.015,M,
211,MTV126,607,364,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,F,fl,0.133,Cap High,7.14,,28,6/1/21,0.0609,19,NA,NA,0,1,,,,,,,fl,,fl ,dl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,28,4/12/22,4/14/22,,,0.014,M,
212,MTV127,608,365,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,M,hl,0.122,Cap Low,6.56,,28,6/3/21,0.0646,21,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,y,Cap Low,21,28,4/12/22,4/14/22,,,0.015,M,
213,MTV129,609,366,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,M,e,0.153,Cap High,8.22,,28,6/5/21,0.0653,23,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap High,23,28,4/12/22,4/14/22,,,0.014,M,
214,MTV130,610,368,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,M,e,0.121,Acetone,6.5,,28,6/6/21,0.0634,24,NA,NA,0,1,,,,,,,fl,,fl,dl-sick,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,Acetone,24,28,4/12/22,4/14/22,,,0.014,M,
215,MTV131,611,369,NA,Maria,28,16,4.81,Mark,5/18/21,5/13/21,M,e,0.117,Difen High,6.29,,28,6/5/21,0.1032,23,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,23,28,4/12/22,,x,,NA,,
216,MTV132,612,370,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,F,fl,0.2,Difen Low,10.77,,28,5/31/21,0.1328,16,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,28,4/12/22,4/16/22,,,0.027,F,
217,MTV133,613,371,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,F,fl,0.227,Difen Low,12.03,,28,5/31/21,0.1342,16,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,28,4/12/22,4/19/22,,,0.026,F,
218,MTV134,614,372,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,F,fl,0.224,Difen High,12.04,,28,5/31/21,0.1146,16,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,16,28,4/12/22,4/16/22,,,0.027,F,
219,MTV136,615,373,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,fl,0.139,Cap Low,7.49,,28,6/1/21,0.0703,17,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,28,4/12/22,4/14/22,,,0.016,M,
220,MTV137,616,374,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,hl,0.129,Difen High,6.96,,28,6/1/21,0.0724,17,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,17,28,4/12/22,4/14/22,,,0.017,M,
221,MTV138,617,375,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,hl,0.128,Cap Low,6.88,,28,6/2/21,0.0683,18,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,28,4/12/22,4/15/22,,,0.016,M,
222,MTV139,618,376,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,hl,0.122,Cap High,6.56,,28,5/31/21,0.0648,16,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,16,28,4/12/22,4/15/22,,,0.013,M,
223,MTV140,619,378,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,hl,0.112,Acetone,6.02,,28,6/1/21,0.0723,17,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,17,28,4/12/22,4/14/22,,,0.013,M,
224,MTV141,620,379,NA,Maria,28,17,4.28,Mark,5/18/21,5/15/21,M,e,0.127,Difen High,6.83,,28,6/4/21,0.1077,20,NA,NA,0,1,,,,,,,fl,,dl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Difen High,20,28,4/12/22,4/17/22,,,0.024,F,
225,MTV142,621,380,NA,Maria,28,18,3.72,Maria,5/18/21,5/16/21,F,e,0.206,Acetone,11.07,,28,6/5/21,0.07,20,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,28,4/12/22,4/14/22,,,0.017,M,
226,MTV143,622,381,NA,Maria,28,18,3.72,Maria,5/18/21,5/16/21,M,e,0.132,Difen Low,7.1,,28,6/6/21,0.0828,21,NA,NA,0,1,,,,,,,fl,,fl,dl,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,,,Difen Low,21,28,4/12/22,4/15/22,,,0.018,M,
